species_representative,mgnify_accesssion,ena_accession,status,reference_genes,core_genes,perc_core_genes,accessory_genes,pangenome_size,number_snvs,geo_diversity,num_genomes_HBC,num_genomes_NCBI,num_genomes_CGR,num_genomes_PATRIC,num_genomes_EBI,num_genomes_HGM,num_genomes_CIBIO,num_ANI97,num_ANI99,num_genomes_total,num_genomes_nonredundant,num_genomes_nearcomplete,num_samples,tax_GTDB,tax_NCBI
GUT_GENOME000243,MGYG-HGUT-00061,ERS3638091,Cultured (human gut),1852,NA,NA,NA,NA,0,0,1,0,0,1,1,0,0,1,2,3,2,1,3,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens_E,d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens
GUT_GENOME000245,MGYG-HGUT-00062,ERS3638092,Cultured (human gut),2882,1741,60.41,8572,10313,121946,1.03,2,2,0,0,29,17,37,17,50,87,63,37,64,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Intestinibacter;s__Intestinibacter bartlettii,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Intestinibacter;s__Intestinibacter bartlettii
GUT_GENOME000246,MGYG-HGUT-00063,ERS3638093,Cultured (human gut),4081,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,1,1,1,1,1,1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Emergencia;s__Emergencia sp900066695,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium;s__
GUT_GENOME000248,MGYG-HGUT-00064,ERS3638094,Cultured (human gut),3029,NA,NA,NA,NA,142595,0.83,1,0,0,7,4,0,0,4,8,12,7,5,10,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium baratii,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium baratii
GUT_GENOME000250,MGYG-HGUT-00065,ERS3638095,Cultured (human gut),2862,NA,NA,NA,NA,51362,0.55,1,0,0,0,3,2,8,4,13,14,12,3,12,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes sp900066705,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium;s__
GUT_GENOME000259,MGYG-HGUT-00066,ERS3638096,Cultured (human gut),5029,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,1,1,1,1,1,1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__GCA-900066755;s__GCA-900066755 sp900066755,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__
GUT_GENOME000260,MGYG-HGUT-00067,ERS3638097,Cultured (human gut),3492,NA,NA,NA,NA,2384,0,1,0,0,0,0,1,3,1,5,5,4,1,4,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea sp900066765,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__
GUT_GENOME000266,MGYG-HGUT-00068,ERS3638098,Cultured (human gut),2991,NA,NA,NA,NA,3920,1.01,1,0,0,0,2,2,1,2,4,6,4,2,4,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum sp900291975,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__
GUT_GENOME000268,MGYG-HGUT-00069,ERS3638099,Cultured (human gut),2741,1635,59.65,10541,12176,169693,0.84,2,1,2,1,137,31,107,22,167,281,213,93,215,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Clostridium_A;s__Clostridium_A leptum,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminiclostridium;s__[Clostridium] leptum
GUT_GENOME000269,MGYG-HGUT-00070,ERS3638100,Cultured (human gut),3911,1487,38.02,8238,9725,109136,1,1,0,0,0,40,13,52,7,61,106,92,48,93,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__Lawsonibacter sp900066825,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__Flavonifractor;s__
GUT_GENOME000271,MGYG-HGUT-00071,ERS3638101,Cultured (human gut),3596,NA,NA,NA,NA,104467,0.67,1,1,0,1,0,0,0,2,2,3,2,2,2,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Pseudoflavonifractor;s__Pseudoflavonifractor capillosus,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__Pseudoflavonifractor;s__Pseudoflavonifractor capillosus
GUT_GENOME000272,MGYG-HGUT-00072,ERS3638102,Cultured (human gut),2575,1401,54.41,6911,8312,121584,1.11,1,0,0,0,38,41,102,31,140,182,128,43,128,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA1394;s__UBA1394 sp900066845,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__
GUT_GENOME000279,MGYG-HGUT-00073,ERS3638103,Cultured (human gut),2398,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,1,1,1,1,1,1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__GCA-900066905;g__GCA-900066905;s__GCA-900066905 sp900066905,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__
GUT_GENOME000285,MGYG-HGUT-00074,ERS3638104,Cultured (human gut),2638,1754,66.49,23173,24927,635242,1.19,7,2,1,2,740,350,958,59,630,2060,1446,959,1472,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes onderdonkii,d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__
GUT_GENOME000290,MGYG-HGUT-00075,ERS3638105,Cultured (human gut),3105,NA,NA,NA,NA,8,0.69,2,0,0,0,1,0,0,2,2,3,2,1,3,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__GCA-900066935;s__GCA-900066935 sp900066925,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__
GUT_GENOME000295,MGYG-HGUT-00076,ERS3638106,Cultured (human gut),3895,2187,56.15,45141,47328,479349,1.35,3,1,5,5,347,175,518,44,700,1054,766,429,768,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia intestinalis,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia;s__Roseburia intestinalis
GUT_GENOME000299,MGYG-HGUT-00077,ERS3638107,Cultured (human gut),2753,1713,62.22,19796,21509,146971,0.87,1,0,0,0,30,26,28,24,73,85,67,40,67,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_E;s__Eubacterium_E hallii_A,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium;s__
GUT_GENOME000308,MGYG-HGUT-00078,ERS3638108,Cultured (human gut),2704,1770,65.46,22507,24277,383617,1.33,2,0,0,2,491,375,990,38,929,1860,1422,774,1433,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira rogosae,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__
GUT_GENOME000319,MGYG-HGUT-00079,ERS3638109,Cultured (human gut),2931,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,1,1,1,1,1,1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Exiguobacterales;f__Exiguobacteraceae;g__Exiguobacterium;s__,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__;g__Exiguobacterium;s__
GUT_GENOME000327,MGYG-HGUT-00080,ERS3638110,Cultured (human gut),3200,2494,77.94,4232,6726,69352,1.28,4,2,1,1,15,12,10,2,11,45,29,24,30,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes caccae,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes caccae
GUT_GENOME000330,MGYG-HGUT-00081,ERS3638111,Cultured (human gut),2246,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,1,1,1,1,1,1,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium propinquum,d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium propinquum
GUT_GENOME000337,MGYG-HGUT-00082,ERS3638112,Cultured (human gut),3195,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,1,2,2,2,2,1,2,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter fasciculus,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter lwoffii
GUT_GENOME000338,MGYG-HGUT-00083,ERS3638113,Cultured (human gut),5691,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,1,1,1,1,1,1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae_A;g__Bacillus_X;s__Bacillus_X simplex,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus simplex
GUT_GENOME000367,MGYG-HGUT-00084,ERS3638114,Cultured (human gut),2614,1368,52.33,26944,28312,1147526,1.61,2,0,0,0,609,423,1132,268,1622,2166,1686,734,1689,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger formicilis,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger formicilis
GUT_GENOME000396,MGYG-HGUT-00085,ERS3638115,Cultured (human gut),1758,1194,67.92,11550,12744,805408,0.46,4,0,0,2,148,154,238,364,431,546,426,242,430,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens_F,d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens
GUT_GENOME000420,MGYG-HGUT-00086,ERS3638116,Cultured (human gut),3238,NA,NA,NA,NA,71323,0.7,2,0,0,0,8,4,5,5,14,19,17,9,17,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__Flavonifractor;s__
GUT_GENOME000423,MGYG-HGUT-00087,ERS3638117,Cultured (human gut),3157,1738,55.05,7020,8758,220248,0.98,2,0,0,0,64,40,104,14,100,210,170,94,172,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-81;s__CAG-81 sp000435795,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__
GUT_GENOME000432,MGYG-HGUT-00088,ERS3638118,Cultured (human gut),1998,1296,64.86,3523,4819,58144,1.69,1,0,2,1,106,19,37,5,36,166,68,49,70,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus lutetiensis,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus lutetiensis
GUT_GENOME000448,MGYG-HGUT-00089,ERS3638119,Cultured (human gut),2903,1847,63.62,12430,14277,382397,1.18,3,0,0,0,124,107,266,35,221,500,322,209,323,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-353;s__CAG-353 sp900066885,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__
GUT_GENOME000459,MGYG-HGUT-00090,ERS3638120,Cultured (human gut),3168,NA,NA,NA,NA,91237,0.88,1,0,0,0,15,2,11,13,25,29,28,8,28,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__Flavonifractor;s__
GUT_GENOME000469,MGYG-HGUT-00091,ERS3638121,Cultured (human gut),6120,NA,NA,NA,NA,112,0.66,4,0,0,0,0,0,0,1,1,4,1,1,4,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Achromobacter;s__Achromobacter xylosoxidans,d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Achromobacter;s__Achromobacter xylosoxidans
GUT_GENOME000479,MGYG-HGUT-00092,ERS3638122,Cultured (human gut),3374,NA,NA,NA,NA,80067,0.93,2,0,0,0,6,3,11,3,16,22,16,5,16,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA7160;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__
GUT_GENOME000483,MGYG-HGUT-00093,ERS3638123,Cultured (human gut),5812,4182,71.95,4653,8835,175346,0.61,1,0,0,0,21,7,8,3,16,37,29,13,30,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella_A;s__Klebsiella_A grimontii,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella michiganensis
GUT_GENOME000484,MGYG-HGUT-00094,ERS3638124,Cultured (human gut),1944,1308,67.28,2995,4303,280764,0.65,11,0,0,0,34,0,0,28,31,45,27,17,37,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__,d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__
GUT_GENOME000496,MGYG-HGUT-00095,ERS3638125,Cultured (human gut),4812,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,1,1,1,1,1,1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__GCA-900066755;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__
GUT_GENOME000508,MGYG-HGUT-00096,ERS3638126,Cultured (human gut),2300,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,1,1,1,1,1,1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;g__Leuconostoc;s__
GUT_GENOME000509,MGYG-HGUT-00097,ERS3638127,Cultured (human gut),1802,NA,NA,NA,NA,13466,0.27,2,0,0,0,17,2,1,2,3,22,7,6,8,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_B;s__Lactobacillus_B animalis,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus animalis
GUT_GENOME000513,MGYG-HGUT-00098,ERS3638128,Cultured (human gut),3994,NA,NA,NA,NA,NA,0.65,2,0,0,0,0,0,0,1,1,2,1,1,2,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides bouchesdurhonensis,d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides bouchesdurhonensis
GUT_GENOME000518,MGYG-HGUT-00099,ERS3638129,Cultured (human gut),3827,1864,48.71,19426,21290,317534,1.07,3,4,0,7,232,123,266,55,377,635,463,253,466,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__Flavonifractor plautii,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__
GUT_GENOME000522,MGYG-HGUT-00100,ERS3638130,Cultured (human gut),2539,NA,NA,NA,NA,56902,0.89,1,0,0,0,5,1,5,3,6,12,6,3,6,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales;f__Massilibacillaceae;g__;s__,d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__;s__
GUT_GENOME000530,MGYG-HGUT-00101,ERS3638131,Cultured (human gut),2289,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,1,1,1,1,1,1,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Micrococcus;s__Micrococcus luteus,d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Micrococcus;s__Micrococcus luteus
GUT_GENOME000534,MGYG-HGUT-00102,ERS3638132,Cultured (human gut),3690,NA,NA,NA,NA,NA,0.65,2,0,0,0,0,0,0,1,1,2,1,1,2,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Terrisporobacter;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Clostridioides;s__
GUT_GENOME000537,MGYG-HGUT-00103,ERS3638133,Cultured (human gut),3563,NA,NA,NA,NA,NA,0.65,2,0,0,0,0,0,0,1,1,2,1,1,2,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__;s__,d__Bacteria;p__Firmicutes;c__;o__;f__;g__;s__
GUT_GENOME000545,MGYG-HGUT-00104,ERS3638134,Cultured (human gut),3283,NA,NA,NA,NA,NA,0.65,2,0,0,0,0,0,0,1,2,2,2,2,2,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__
GUT_GENOME000554,MGYG-HGUT-00105,ERS3638135,Cultured (human gut),3263,2012,61.66,8659,10671,200194,1.3,3,2,3,1,30,12,84,15,90,135,111,32,114,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides clarus,d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides clarus
GUT_GENOME000558,MGYG-HGUT-00106,ERS3638136,Cultured (human gut),3008,2345,77.96,4109,6454,59902,1.01,6,1,1,0,24,9,11,2,17,52,31,22,34,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_D;s__Enterococcus_D gallinarum,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus gallinarum
GUT_GENOME000559,MGYG-HGUT-00107,ERS3638137,Cultured (human gut),5397,4567,84.62,6952,11519,142587,0.42,4,2,0,2,105,14,7,3,25,134,44,30,56,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella_A;s__Klebsiella_A oxytoca,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella oxytoca
GUT_GENOME000563,MGYG-HGUT-00108,ERS3638138,Cultured (human gut),4381,3400,77.61,8405,11805,185885,0.89,1,0,0,2,42,14,13,4,32,72,45,22,46,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter freundii,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter freundii
GUT_GENOME000564,MGYG-HGUT-00109,ERS3638139,Cultured (human gut),1915,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,1,1,1,1,1,1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__
GUT_GENOME000565,MGYG-HGUT-00110,ERS3638140,Cultured (human gut),4421,NA,NA,NA,NA,NA,0.65,2,0,0,0,0,0,0,1,1,2,1,1,2,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Kluyvera;s__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Kluyvera;s__
GUT_GENOME000566,MGYG-HGUT-00111,ERS3638141,Cultured (human gut),2302,1897,82.41,1401,3298,71869,0.43,3,1,1,0,14,0,3,3,7,22,14,11,20,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes,d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes
GUT_GENOME000568,MGYG-HGUT-00112,ERS3638142,Cultured (human gut),2572,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,1,1,1,1,1,1,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces sp900323545,d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__
GUT_GENOME000571,MGYG-HGUT-00113,ERS3638143,Cultured (human gut),2036,1203,59.09,8231,9434,560540,1.51,1,0,5,0,335,113,217,258,557,671,472,182,474,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus salivarius,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus salivarius
GUT_GENOME000572,MGYG-HGUT-00114,ERS3638144,Cultured (human gut),1897,NA,NA,NA,NA,NA,0,2,0,0,0,0,0,0,1,1,2,1,1,2,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__
GUT_GENOME000573,MGYG-HGUT-00115,ERS3638145,Cultured (human gut),3302,NA,NA,NA,NA,NA,0,2,0,0,0,0,0,0,1,1,2,1,1,2,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_J;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__
GUT_GENOME000575,MGYG-HGUT-00116,ERS3638146,Cultured (human gut),3130,NA,NA,NA,NA,NA,0,2,0,0,0,0,0,0,1,1,2,2,2,2,d__Bacteria;p__Firmicutes;c__Bacilli;o__Exiguobacterales;f__Exiguobacteraceae;g__Exiguobacterium_A;s__,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__;g__Exiguobacterium;s__
GUT_GENOME000578,MGYG-HGUT-00117,ERS3638147,Cultured (human gut),2862,NA,NA,NA,NA,22539,0.18,1,0,0,0,1,9,9,1,9,20,12,9,13,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella sp003150885,d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Coprobacter;s__
GUT_GENOME000582,MGYG-HGUT-00118,ERS3638148,Cultured (human gut),2836,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,1,1,1,1,1,1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__
GUT_GENOME000583,MGYG-HGUT-00119,ERS3638149,Cultured (human gut),3285,2045,62.25,5328,7373,86531,0.95,1,0,0,0,13,8,16,5,26,38,25,14,25,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia sp000432195,d__Bacteria;p__Firmicutes;c__;o__;f__;g__;s__
GUT_GENOME000584,MGYG-HGUT-00120,ERS3638150,Cultured (human gut),2060,NA,NA,NA,NA,115152,0.65,1,0,0,0,7,2,7,9,10,17,14,9,14,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus_A;s__Peptoniphilus_A harei_A,d__Bacteria;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus;s__Peptoniphilus harei
GUT_GENOME000586,MGYG-HGUT-00121,ERS3638151,Cultured (human gut),4091,NA,NA,NA,NA,86506,0.84,1,0,0,0,8,4,6,2,11,19,9,6,9,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium callanderi,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium callanderi
GUT_GENOME000587,MGYG-HGUT-00122,ERS3638152,Cultured (human gut),2409,1830,75.97,7934,9764,130884,0.26,1,0,0,0,252,128,40,11,109,421,283,197,298,d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus epidermidis,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus epidermidis
